Unnamed: 0,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date,Tests/  1M pop,Country,Tot. Area (Km²),Tot. Area (mi²),Land Area (Km²),Land Area (mi²),% of world landmass
7,,World,512221559.0,692568.0,6256682.0,2955.0,465914627.0,903026.0,40050250.0,41538.0,65713.0,802.7,,,,All,,,,,,,2022-04-28,,,,,,,
8,1.0,China,208584.0,1503.0,4923.0,47.0,178155.0,2724.0,25506.0,399.0,145.0,3.0,160000000.0,111163.0,1439323776.0,Asia,6900.0,292367.0,9.0,1.0,0.03,18.0,2022-04-28,,,,,,,
9,2.0,USA,82974066.0,65444.0,1020397.0,325.0,80623403.0,30150.0,1330266.0,1565.0,248026.0,3050.0,1004448946.0,3002494.0,334538223.0,North America,4.0,328.0,0.0,196.0,1.0,3976.0,2022-04-28,,,,,,,
10,3.0,India,43072486.0,3687.0,523753.0,60.0,42530622.0,2496.0,18111.0,698.0,30663.0,373.0,836471748.0,595473.0,1404717429.0,Asia,33.0,2682.0,2.0,3.0,0.04,13.0,2022-04-28,,,,,,,
11,4.0,Brazil,30418920.0,19916.0,663289.0,124.0,29499422.0,18424.0,256209.0,8318.0,141279.0,3081.0,63776166.0,296204.0,215311673.0,South America,7.0,325.0,3.0,92.0,0.6,1190.0,2022-04-28,,,,,,,
12,5.0,France,28542884.0,59760.0,145711.0,132.0,26552452.0,148616.0,1844721.0,1677.0,435526.0,2223.0,266484045.0,4066187.0,65536600.0,Europe,2.0,450.0,0.0,912.0,2.0,28148.0,2022-04-28,,,,,,,
13,6.0,Germany,24608074.0,119832.0,135608.0,239.0,22088300.0,202400.0,2384166.0,1446.0,292008.0,1609.0,122332384.0,1451639.0,84271929.0,Europe,3.0,621.0,1.0,1422.0,3.0,28291.0,2022-04-28,,,,,,,
14,7.0,UK,22031008.0,12154.0,174696.0,248.0,21130838.0,48271.0,725474.0,310.0,321454.0,2549.0,516977818.0,7543203.0,68535581.0,Europe,3.0,392.0,0.0,177.0,4.0,10585.0,2022-04-28,,,,,,,
15,8.0,Russia,18167281.0,7681.0,375566.0,166.0,17517922.0,11063.0,273793.0,2300.0,124392.0,2572.0,273400000.0,1871982.0,146048440.0,Europe,8.0,389.0,1.0,53.0,1.0,1875.0,2022-04-28,,,,,,,
16,9.0,S. Korea,17144065.0,57439.0,22588.0,122.0,,,,552.0,333870.0,440.0,15804065.0,307774.0,51349553.0,Asia,3.0,2273.0,3.0,1119.0,2.0,314549.0,2022-04-28,,,,,,,
17,10.0,Italy,16350322.0,69738.0,163244.0,131.0,14937738.0,55773.0,1249340.0,382.0,271150.0,2707.0,213009371.0,3532500.0,60299895.0,Europe,4.0,369.0,0.0,1157.0,2.0,20719.0,2022-04-28,,,,,,,
18,11.0,Turkey,15028397.0,2256.0,98751.0,15.0,14927975.0,11193.0,1671.0,975.0,174765.0,1148.0,158778055.0,1846427.0,85992077.0,Asia,6.0,871.0,1.0,26.0,0.2,19.0,2022-04-28,,,,,,,
19,12.0,Spain,11875253.0,20898.0,104379.0,76.0,11375613.0,14082.0,395261.0,339.0,253811.0,2231.0,471036328.0,10067511.0,46787764.0,Europe,4.0,448.0,0.0,447.0,2.0,8448.0,2022-04-28,,,,,,,
20,13.0,Vietnam,10638632.0,7116.0,43037.0,3.0,9242303.0,79171.0,1353292.0,629.0,107533.0,435.0,85795593.0,867201.0,98933864.0,Asia,9.0,2299.0,1.0,72.0,0.03,13679.0,2022-04-28,,,,,,,
21,14.0,Argentina,9072230.0,,128542.0,,8895999.0,,47689.0,372.0,197432.0,2797.0,35716069.0,777261.0,45951194.0,South America,5.0,357.0,1.0,,,1038.0,2022-04-28,,,,,,,
22,15.0,Netherlands,8045453.0,1245.0,22239.0,2.0,7783787.0,52136.0,239427.0,75.0,467652.0,1293.0,21107399.0,1226894.0,17203931.0,Europe,2.0,774.0,1.0,72.0,0.1,13917.0,2022-04-28,,,,,,,
23,16.0,Japan,7771536.0,45771.0,29467.0,65.0,7319357.0,55998.0,422712.0,174.0,61791.0,234.0,48448864.0,385214.0,125771286.0,Asia,16.0,4268.0,3.0,364.0,0.5,3361.0,2022-04-28,,,,,,,
24,17.0,Iran,7220402.0,969.0,141058.0,17.0,6977760.0,2613.0,101584.0,1114.0,84006.0,1641.0,50914586.0,592367.0,85951036.0,Asia,12.0,609.0,2.0,11.0,0.2,1182.0,2022-04-28,,,,,,,
25,18.0,Colombia,6092167.0,208.0,139789.0,4.0,5925828.0,194.0,26550.0,342.0,117449.0,2695.0,34446718.0,664088.0,51870736.0,South America,9.0,371.0,2.0,4.0,0.08,512.0,2022-04-28,,,,,,,
26,19.0,Indonesia,6046072.0,412.0,156217.0,18.0,5881490.0,1171.0,8365.0,2771.0,21687.0,560.0,95397890.0,342183.0,278791850.0,Asia,46.0,1785.0,3.0,1.0,0.06,30.0,2022-04-28,,,,,,,
27,20.0,Poland,5994817.0,957.0,116022.0,24.0,5334558.0,57.0,544237.0,1321.0,158714.0,3072.0,36078168.0,955179.0,37771112.0,Europe,6.0,326.0,1.0,25.0,0.6,14409.0,2022-04-28,,,,,,,
28,21.0,Australia,5847352.0,46138.0,7163.0,50.0,5509057.0,50641.0,331132.0,149.0,224563.0,275.0,69168574.0,2656368.0,26038778.0,Australia/Oceania,4.0,3635.0,0.0,1772.0,2.0,12717.0,2022-04-28,,,,,,,
29,22.0,Mexico,5736579.0,1464.0,324221.0,48.0,5036692.0,1007.0,375666.0,4798.0,43657.0,2467.0,15786017.0,120137.0,131400125.0,North America,23.0,405.0,8.0,11.0,0.4,2859.0,2022-04-28,,,,,,,
30,23.0,Ukraine,5001039.0,1055.0,108380.0,21.0,,,,177.0,115617.0,2506.0,19521252.0,451303.0,43255264.0,Europe,9.0,399.0,2.0,24.0,0.5,19296.0,2022-04-28,,,,,,,
31,24.0,Malaysia,4443318.0,2935.0,35536.0,10.0,4354006.0,7585.0,53776.0,84.0,134153.0,1073.0,58619511.0,1769844.0,33121289.0,Asia,7.0,932.0,1.0,89.0,0.3,1624.0,2022-04-28,,,,,,,
32,25.0,Thailand,4224008.0,14437.0,28274.0,127.0,4036969.0,18509.0,158765.0,1496.0,60241.0,403.0,17270775.0,246307.0,70119008.0,Asia,17.0,2480.0,4.0,206.0,2.0,2264.0,2022-04-28,,,,,,,
33,26.0,Austria,4129158.0,6361.0,18117.0,17.0,4026844.0,8427.0,84197.0,113.0,453753.0,1991.0,182596243.0,20065512.0,9100004.0,Europe,2.0,502.0,0.0,699.0,2.0,9252.0,2022-04-28,,,,,,,
34,27.0,Israel,4071491.0,3804.0,10695.0,,4033472.0,3901.0,27324.0,220.0,436574.0,1147.0,41373364.0,4436346.0,9326000.0,Asia,2.0,872.0,0.0,408.0,,2930.0,2022-04-28,,,,,,,
35,28.0,Belgium,4056448.0,6084.0,31439.0,19.0,3768784.0,8917.0,256225.0,156.0,347254.0,2691.0,33531891.0,2870513.0,11681499.0,Europe,3.0,372.0,0.0,521.0,2.0,21934.0,2022-04-28,,,,,,,
36,29.0,Czechia,3902109.0,1639.0,40137.0,14.0,3843930.0,1057.0,18042.0,33.0,363150.0,3735.0,55171659.0,5134555.0,10745169.0,Europe,3.0,268.0,0.0,153.0,1.0,1679.0,2022-04-28,,,,,,,
37,30.0,Portugal,3841212.0,13011.0,22269.0,17.0,,,,61.0,378722.0,2196.0,41165855.0,4058725.0,10142559.0,Europe,3.0,455.0,0.0,1283.0,2.0,92951.0,2022-04-28,,,,,,,
38,31.0,South Africa,3780444.0,4146.0,100355.0,4.0,3640571.0,2484.0,39518.0,192.0,62311.0,1654.0,24423181.0,402553.0,60670648.0,Africa,16.0,605.0,2.0,68.0,0.07,651.0,2022-04-28,,,,,,,
39,32.0,Canada,3741119.0,15346.0,39177.0,170.0,3448330.0,3760.0,253612.0,471.0,97565.0,1022.0,60819571.0,1586118.0,38344917.0,North America,10.0,979.0,1.0,400.0,4.0,6614.0,2022-04-28,,,,,,,
40,33.0,Philippines,3685219.0,190.0,60267.0,52.0,3615370.0,1132.0,9582.0,289.0,32834.0,537.0,29519689.0,263011.0,112237488.0,Asia,30.0,1862.0,4.0,2.0,0.5,85.0,2022-04-28,,,,,,,
41,34.0,Switzerland,3602489.0,,13857.0,2.0,3426790.0,7149.0,161842.0,87.0,410778.0,1580.0,20767523.0,2368043.0,8769910.0,Europe,2.0,633.0,0.0,,0.2,18454.0,2022-04-28,,,,,,,
42,35.0,Peru,3563929.0,778.0,212798.0,20.0,,,,324.0,105416.0,6294.0,29778939.0,880815.0,33808382.0,South America,9.0,159.0,1.0,23.0,0.6,48227.0,2022-04-28,,,,,,,
43,36.0,Chile,3553956.0,2573.0,57495.0,27.0,3401031.0,3358.0,95430.0,239.0,183051.0,2961.0,36908909.0,1901042.0,19415094.0,South America,5.0,338.0,1.0,133.0,1.0,4915.0,2022-04-28,,,,,,,
44,37.0,Greece,3309962.0,7580.0,29073.0,51.0,3195503.0,,85386.0,260.0,320412.0,2814.0,79481141.0,7693959.0,10330331.0,Europe,3.0,355.0,0.0,734.0,5.0,8266.0,2022-04-28,,,,,,,
45,38.0,Denmark,2964337.0,1000.0,6135.0,10.0,2939108.0,2108.0,19094.0,13.0,508519.0,1052.0,127196800.0,21820043.0,5829356.0,Europe,2.0,950.0,0.0,172.0,2.0,3275.0,2022-04-28,,,,,,,
46,39.0,Romania,2891973.0,1146.0,65471.0,15.0,2606660.0,,219842.0,193.0,152177.0,3445.0,22663841.0,1192584.0,19003982.0,Europe,7.0,290.0,1.0,60.0,0.8,11568.0,2022-04-28,,,,,,,
47,40.0,Sweden,2500917.0,,18739.0,,2468078.0,1749.0,14100.0,21.0,244853.0,1835.0,18513445.0,1812561.0,10213973.0,Europe,4.0,545.0,1.0,,,1380.0,2022-04-28,,,,,,,
48,41.0,Iraq,2324847.0,148.0,25209.0,1.0,2297303.0,240.0,2335.0,20.0,55531.0,602.0,18470495.0,441182.0,41865898.0,Asia,18.0,1661.0,2.0,4.0,0.02,56.0,2022-04-28,,,,,,,
49,42.0,Serbia,2005072.0,817.0,15980.0,4.0,1972747.0,,16345.0,25.0,231178.0,1842.0,9471803.0,1092068.0,8673273.0,Europe,4.0,543.0,1.0,94.0,0.5,1885.0,2022-04-28,,,,,,,
50,43.0,Bangladesh,1952644.0,19.0,29127.0,,1894820.0,363.0,28697.0,1297.0,11645.0,174.0,13982774.0,83391.0,167677969.0,Asia,86.0,5757.0,12.0,0.1,,171.0,2022-04-28,,,,,,,
51,44.0,Hungary,1899633.0,1736.0,46189.0,27.0,1801813.0,4669.0,51631.0,36.0,197556.0,4804.0,11331451.0,1178435.0,9615674.0,Europe,5.0,208.0,1.0,181.0,3.0,5369.0,2022-04-28,,,,,,,
52,45.0,Slovakia,1779096.0,1125.0,19879.0,6.0,1739920.0,2665.0,19297.0,70.0,325576.0,3638.0,7079734.0,1295597.0,5464459.0,Europe,3.0,275.0,1.0,206.0,1.0,3531.0,2022-04-28,,,,,,,
53,46.0,Jordan,1694216.0,,14048.0,,1678941.0,,1227.0,124.0,163099.0,1352.0,16670254.0,1604818.0,10387632.0,Asia,6.0,739.0,1.0,,,118.0,2022-04-28,,,,,,,
54,47.0,Georgia,1654797.0,132.0,16805.0,3.0,1636520.0,332.0,1472.0,,416278.0,4227.0,16861249.0,4241589.0,3975220.0,Asia,2.0,237.0,0.0,33.0,0.8,370.0,2022-04-28,,,,,,,
55,48.0,Pakistan,1528272.0,94.0,30371.0,,1494141.0,,3760.0,135.0,6682.0,133.0,28119847.0,122954.0,228702716.0,Asia,150.0,7530.0,8.0,0.4,,16.0,2022-04-28,,,,,,,
56,49.0,Ireland,1516153.0,1148.0,7076.0,22.0,1441758.0,5909.0,67319.0,36.0,300928.0,1404.0,12055978.0,2392890.0,5038250.0,Europe,3.0,712.0,0.0,228.0,4.0,13362.0,2022-04-28,,,,,,,
57,50.0,Norway,1425464.0,385.0,2932.0,,,,,20.0,259248.0,533.0,11002430.0,2001004.0,5498456.0,Europe,4.0,1875.0,0.0,70.0,,242537.0,2022-04-28,,,,,,,
58,51.0,Kazakhstan,1305504.0,15.0,13660.0,,1291044.0,14.0,800.0,24.0,68045.0,712.0,11575012.0,603312.0,19185784.0,Asia,15.0,1405.0,2.0,0.8,,42.0,2022-04-28,,,,,,,
59,52.0,Hong Kong,1203481.0,413.0,9287.0,5.0,,,,115.0,158191.0,1221.0,44972952.0,5911450.0,7607770.0,Asia,6.0,819.0,0.0,54.0,0.7,155231.0,2022-04-28,,,,,,,
60,53.0,Singapore,1193250.0,2690.0,1334.0,,1124243.0,2205.0,67673.0,6.0,201082.0,225.0,23712995.0,3996022.0,5934151.0,Asia,5.0,4448.0,0.0,453.0,,11404.0,2022-04-28,,,,,,,
61,54.0,Morocco,1164865.0,40.0,16069.0,1.0,1148406.0,58.0,390.0,293.0,30892.0,426.0,11237010.0,298005.0,37707412.0,Africa,32.0,2347.0,3.0,1.0,0.03,10.0,2022-04-28,,,,,,,
62,55.0,Bulgaria,1155975.0,588.0,36901.0,14.0,974185.0,3593.0,144889.0,86.0,168677.0,5384.0,9834317.0,1434998.0,6853191.0,Europe,6.0,186.0,1.0,86.0,2.0,21142.0,2022-04-28,,,,,,,
63,56.0,Croatia,1120766.0,850.0,15817.0,9.0,1098860.0,,6089.0,24.0,276108.0,3897.0,4780298.0,1177656.0,4059162.0,Europe,4.0,257.0,1.0,209.0,2.0,1500.0,2022-04-28,,,,,,,
64,57.0,Cuba,1102559.0,204.0,8525.0,,1093026.0,276.0,1008.0,23.0,97451.0,753.0,12920253.0,1141968.0,11314024.0,North America,10.0,1327.0,1.0,18.0,,89.0,2022-04-28,,,,,,,
65,58.0,Lebanon,1096763.0,115.0,10382.0,1.0,1081031.0,321.0,5350.0,186.0,162009.0,1534.0,4795578.0,708380.0,6769778.0,Asia,6.0,652.0,1.0,17.0,0.1,790.0,2022-04-28,,,,,,,
66,59.0,Lithuania,1057148.0,649.0,9087.0,7.0,1021494.0,1108.0,26567.0,29.0,398453.0,3425.0,8238207.0,3105086.0,2653133.0,Europe,3.0,292.0,0.0,245.0,3.0,10013.0,2022-04-28,,,,,,,
67,60.0,Tunisia,1040193.0,,28550.0,,,,,29.0,86367.0,2371.0,4572976.0,379693.0,12043871.0,Africa,12.0,422.0,3.0,,,-1198.29,2022-04-28,,,,,,,
68,61.0,Finland,1023013.0,22541.0,3939.0,301.0,46000.0,,973074.0,24.0,184114.0,709.0,10720282.0,1929358.0,5556398.0,Europe,5.0,1411.0,1.0,4057.0,54.0,175127.0,2022-04-28,,,,,,,
69,62.0,Slovenia,1007836.0,294.0,6588.0,1.0,987667.0,1542.0,13581.0,26.0,484663.0,3168.0,2644271.0,1271615.0,2079458.0,Europe,2.0,316.0,1.0,141.0,0.5,6531.0,2022-04-28,,,,,,,
70,63.0,Belarus,979346.0,573.0,6940.0,4.0,928536.0,,43870.0,,103704.0,735.0,13135844.0,1390969.0,9443662.0,Europe,10.0,1361.0,1.0,61.0,0.4,4645.0,2022-04-28,,,,,,,
71,64.0,Nepal,978793.0,15.0,11951.0,,966593.0,18.0,249.0,,32528.0,397.0,5633459.0,187213.0,30091143.0,Asia,31.0,2518.0,5.0,0.5,,8.0,2022-04-28,,,,,,,
72,65.0,New Zealand,915522.0,9125.0,683.0,12.0,860484.0,10349.0,54355.0,,183028.0,137.0,6993315.0,1398076.0,5002100.0,Australia/Oceania,5.0,7324.0,1.0,1824.0,2.0,10866.0,2022-04-28,,,,,,,
73,66.0,Bolivia,904758.0,101.0,21910.0,1.0,857477.0,536.0,25371.0,220.0,75630.0,1831.0,2699040.0,225615.0,11963027.0,South America,13.0,546.0,4.0,8.0,0.08,2121.0,2022-04-28,,,,,,,
74,67.0,UAE,898045.0,275.0,2302.0,,881148.0,334.0,14595.0,,88844.0,228.0,155438379.0,15377676.0,10108054.0,Asia,11.0,4391.0,0.0,27.0,,1444.0,2022-04-28,,,,,,,
75,68.0,Uruguay,895775.0,,7197.0,,886654.0,,1924.0,18.0,256254.0,2059.0,6091188.0,1742501.0,3495659.0,South America,4.0,486.0,1.0,,,550.0,2022-04-28,,,,,,,
76,69.0,Ecuador,869124.0,288.0,35588.0,4.0,,,,759.0,47936.0,1963.0,2470170.0,136240.0,18130976.0,South America,21.0,509.0,7.0,16.0,0.2,21491.0,2022-04-28,,,,,,,
77,70.0,Costa Rica,852074.0,,8405.0,,832853.0,,10816.0,45.0,164530.0,1623.0,4291131.0,828588.0,5178848.0,North America,6.0,616.0,1.0,,,2088.0,2022-04-28,,,,,,,
78,71.0,Guatemala,844989.0,930.0,17545.0,7.0,825142.0,935.0,2302.0,5.0,45628.0,947.0,4444867.0,240016.0,18519069.0,North America,22.0,1056.0,4.0,50.0,0.4,124.0,2022-04-28,,,,,,,
79,72.0,Latvia,821602.0,527.0,5759.0,8.0,807957.0,2581.0,7886.0,11.0,444535.0,3116.0,7170689.0,3879766.0,1848227.0,Europe,2.0,321.0,0.0,285.0,4.0,4267.0,2022-04-28,,,,,,,
80,73.0,Azerbaijan,792521.0,,9707.0,,782675.0,,139.0,,76902.0,942.0,6801484.0,659977.0,10305641.0,Asia,13.0,1062.0,2.0,,,13.0,2022-04-28,,,,,,,
81,74.0,Panama,774549.0,874.0,8184.0,1.0,761123.0,248.0,5242.0,8.0,174508.0,1844.0,5858021.0,1319830.0,4438467.0,North America,6.0,542.0,1.0,197.0,0.2,1181.0,2022-04-28,,,,,,,
82,75.0,Saudi Arabia,753822.0,92.0,9085.0,1.0,741389.0,154.0,3348.0,45.0,21056.0,254.0,41872220.0,1169573.0,35801287.0,Asia,47.0,3941.0,1.0,3.0,0.03,94.0,2022-04-28,,,,,,,
83,76.0,Sri Lanka,663301.0,62.0,16504.0,1.0,646118.0,3.0,679.0,,30741.0,765.0,6486117.0,300606.0,21576791.0,Asia,33.0,1307.0,3.0,3.0,0.05,31.0,2022-04-28,,,,,,,
84,77.0,Paraguay,649034.0,,18795.0,,624673.0,,5566.0,5.0,89005.0,2577.0,2623300.0,359745.0,7292115.0,South America,11.0,388.0,3.0,,,763.0,2022-04-28,,,,,,,
85,78.0,Kuwait,631409.0,,2555.0,,628090.0,,764.0,8.0,143973.0,583.0,8007805.0,1825933.0,4385597.0,Asia,7.0,1716.0,1.0,,,174.0,2022-04-28,,,,,,,
86,79.0,Myanmar,612843.0,41.0,19434.0,,591794.0,54.0,1615.0,,11128.0,353.0,7935826.0,144093.0,55074209.0,Asia,90.0,2834.0,7.0,0.7,,29.0,2022-04-28,,,,,,,
87,80.0,Palestine,581940.0,,5353.0,,576242.0,,345.0,17.0,109442.0,1007.0,3078533.0,578962.0,5317330.0,Asia,9.0,993.0,2.0,,,65.0,2022-04-28,,,,,,,
88,81.0,Dominican Republic,579248.0,,4376.0,,574601.0,,271.0,6.0,52439.0,396.0,3274131.0,296407.0,11046055.0,North America,19.0,2524.0,3.0,,,25.0,2022-04-28,,,,,,,
89,82.0,Estonia,571625.0,327.0,2537.0,4.0,509742.0,707.0,59346.0,1.0,430389.0,1910.0,3322155.0,2501321.0,1328160.0,Europe,2.0,524.0,0.0,246.0,3.0,44683.0,2022-04-28,,,,,,,
90,83.0,Bahrain,567988.0,374.0,1475.0,,562988.0,425.0,3525.0,4.0,313941.0,815.0,9715743.0,5370125.0,1809221.0,Asia,3.0,1227.0,0.0,207.0,,1948.0,2022-04-28,,,,,,,
91,84.0,Venezuela,522271.0,8.0,5707.0,1.0,515653.0,14.0,911.0,230.0,18462.0,202.0,3359014.0,118738.0,28289197.0,South America,54.0,4957.0,8.0,0.3,0.04,32.0,2022-04-28,,,,,,,
92,85.0,Moldova,516986.0,,11489.0,,504142.0,,1355.0,49.0,128703.0,2860.0,3216305.0,800696.0,4016887.0,Europe,8.0,350.0,1.0,,,337.0,2022-04-28,,,,,,,
93,86.0,Egypt,515645.0,,24613.0,,442182.0,,48850.0,122.0,4872.0,233.0,3693367.0,34893.0,105849163.0,Africa,205.0,4301.0,29.0,,,462.0,2022-04-28,,,,,,,
94,87.0,Libya,501904.0,,6430.0,,490973.0,,4501.0,101.0,71278.0,913.0,2477219.0,351804.0,7041471.0,Africa,14.0,1095.0,3.0,,,639.0,2022-04-28,,,,,,,
95,88.0,Ethiopia,470515.0,23.0,7510.0,,455292.0,133.0,7713.0,13.0,3916.0,63.0,4781317.0,39795.0,120148051.0,Africa,255.0,15998.0,25.0,0.2,,64.0,2022-04-28,,,,,,,
96,89.0,Cyprus,470481.0,,1011.0,,124370.0,,345100.0,60.0,384578.0,826.0,9477138.0,7746760.0,1223368.0,Asia,3.0,1210.0,0.0,,,282090.0,2022-04-28,,,,,,,
97,90.0,Mongolia,469754.0,42.0,2177.0,,313256.0,,154321.0,192.0,139210.0,645.0,4030048.0,1194288.0,3374435.0,Asia,7.0,1550.0,1.0,12.0,,45732.0,2022-04-28,,,,,,,
98,91.0,Honduras,423179.0,,10893.0,,132318.0,,279968.0,105.0,41523.0,1069.0,1263329.0,123959.0,10191498.0,North America,24.0,936.0,8.0,,,27471.0,2022-04-28,,,,,,,
99,92.0,Armenia,422858.0,3.0,8622.0,,410814.0,216.0,3422.0,,142217.0,2900.0,3045254.0,1024189.0,2973331.0,Asia,7.0,345.0,1.0,1.0,,1151.0,2022-04-28,,,,,,,
100,93.0,Oman,389126.0,13.0,4258.0,,384243.0,28.0,625.0,4.0,72828.0,797.0,25000000.0,4678957.0,5343071.0,Asia,14.0,1255.0,0.0,2.0,,117.0,2022-04-28,,,,,,,
101,94.0,Bosnia and Herzegovina,377043.0,95.0,15764.0,,192218.0,,169061.0,,116240.0,4860.0,1757543.0,541840.0,3243655.0,Europe,9.0,206.0,2.0,29.0,,52121.0,2022-04-28,,,,,,,
102,95.0,Réunion,374295.0,,742.0,,355605.0,,17948.0,10.0,412696.0,818.0,1603660.0,1768190.0,906950.0,Africa,2.0,1222.0,1.0,,,19789.0,2022-04-28,,,,,,,
103,96.0,Qatar,364498.0,77.0,677.0,,363187.0,126.0,634.0,3.0,129816.0,241.0,3434710.0,1223272.0,2807805.0,Asia,8.0,4147.0,1.0,27.0,,226.0,2022-04-28,,,,,,,
104,97.0,Kenya,323745.0,11.0,5649.0,,317932.0,4.0,164.0,,5789.0,101.0,3593253.0,64248.0,55927898.0,Africa,173.0,9900.0,16.0,0.2,,3.0,2022-04-28,,,,,,,
105,98.0,Zambia,319594.0,163.0,3976.0,,314690.0,113.0,928.0,,16541.0,206.0,3423665.0,177197.0,19321198.0,Africa,60.0,4859.0,6.0,8.0,,48.0,2022-04-28,,,,,,,
106,99.0,North Macedonia,309434.0,124.0,9278.0,,299653.0,114.0,503.0,,148537.0,4454.0,2015726.0,967602.0,2083218.0,Europe,7.0,225.0,1.0,60.0,,241.0,2022-04-28,,,,,,,
107,100.0,Botswana,305859.0,,2688.0,,303026.0,,145.0,1.0,125450.0,1103.0,2026898.0,831348.0,2438087.0,Africa,8.0,907.0,1.0,,,59.0,2022-04-28,,,,,,,
108,101.0,Albania,275002.0,73.0,3496.0,,271095.0,27.0,411.0,2.0,95750.0,1217.0,1804298.0,628221.0,2872074.0,Europe,10.0,822.0,2.0,25.0,,143.0,2022-04-28,,,,,,,
109,102.0,Algeria,265776.0,3.0,6875.0,,178353.0,3.0,80548.0,6.0,5868.0,152.0,230861.0,5097.0,45293023.0,Africa,170.0,6588.0,196.0,0.07,,1778.0,2022-04-28,,,,,,,
110,103.0,Nigeria,255716.0,31.0,3143.0,,249896.0,6.0,2677.0,11.0,1187.0,15.0,5075820.0,23560.0,215441397.0,Africa,843.0,68546.0,42.0,0.1,,12.0,2022-04-28,,,,,,,
111,104.0,Zimbabwe,247784.0,55.0,5469.0,,241603.0,37.0,712.0,12.0,16241.0,358.0,2251091.0,147545.0,15256978.0,Africa,62.0,2790.0,7.0,4.0,,47.0,2022-04-28,,,,,,,
112,105.0,Uzbekistan,238556.0,21.0,1637.0,,236605.0,42.0,314.0,23.0,6944.0,48.0,1377915.0,40111.0,34352628.0,Asia,144.0,20985.0,25.0,0.6,,9.0,2022-04-28,,,,,,,
113,106.0,Luxembourg,237248.0,562.0,1064.0,1.0,226196.0,1188.0,9988.0,3.0,368097.0,1651.0,4225009.0,6555229.0,644525.0,Europe,3.0,606.0,0.0,872.0,2.0,15497.0,2022-04-28,,,,,,,
114,107.0,Montenegro,235062.0,105.0,2714.0,,231629.0,66.0,719.0,6.0,374177.0,4320.0,2449879.0,3899771.0,628211.0,Europe,3.0,231.0,0.0,167.0,,1145.0,2022-04-28,,,,,,,
115,108.0,Mozambique,225379.0,4.0,2201.0,,223113.0,3.0,65.0,13.0,6861.0,67.0,1311778.0,39933.0,32849499.0,Africa,146.0,14925.0,25.0,0.1,,2.0,2022-04-28,,,,,,,
116,109.0,Laos,206881.0,369.0,740.0,3.0,7660.0,,198481.0,,27703.0,99.0,1232128.0,164991.0,7467841.0,Asia,36.0,10092.0,6.0,49.0,0.4,26578.0,2022-04-28,,,,,,,
117,110.0,Kyrgyzstan,200992.0,1.0,2991.0,,196400.0,3.0,1601.0,131.0,29909.0,445.0,1907195.0,283799.0,6720222.0,Asia,33.0,2247.0,4.0,0.1,,238.0,2022-04-28,,,,,,,
118,111.0,Iceland,185579.0,226.0,119.0,,75685.0,,109775.0,,537479.0,345.0,1953616.0,5658112.0,345277.0,Europe,2.0,2901.0,0.0,655.0,,317933.0,2022-04-28,,,,,,,
119,112.0,Maldives,179171.0,,298.0,,163687.0,,15186.0,25.0,321163.0,534.0,2213831.0,3968285.0,557881.0,Asia,3.0,1872.0,0.0,,,27221.0,2022-04-28,,,,,,,
120,113.0,Afghanistan,178850.0,39.0,7683.0,,161849.0,15.0,9318.0,1124.0,4413.0,190.0,943572.0,23284.0,40524618.0,Asia,227.0,5275.0,43.0,1.0,,230.0,2022-04-28,,,,,,,
121,114.0,Uganda,164069.0,,3596.0,,100205.0,,60268.0,2.0,3392.0,74.0,2612795.0,54016.0,48370334.0,Africa,295.0,13451.0,19.0,,,1246.0,2022-04-28,,,,,,,
122,115.0,El Salvador,162089.0,,4128.0,,150662.0,,7299.0,8.0,24762.0,631.0,1950448.0,297968.0,6545820.0,North America,40.0,1586.0,3.0,,,1115.0,2022-04-28,,,,,,,
123,116.0,Ghana,161170.0,,1445.0,,159679.0,,46.0,1.0,4997.0,45.0,2435325.0,75505.0,32253981.0,Africa,200.0,22321.0,13.0,,,1.0,2022-04-28,,,,,,,
124,117.0,Namibia,158545.0,65.0,4025.0,,153662.0,,858.0,,60405.0,1534.0,1004453.0,382692.0,2624702.0,Africa,17.0,652.0,3.0,25.0,,327.0,2022-04-28,,,,,,,
125,118.0,Martinique,153253.0,,926.0,,104.0,,152223.0,8.0,408964.0,2471.0,828928.0,2212038.0,374735.0,North America,2.0,405.0,0.0,,,406215.0,2022-04-28,,,,,,,
126,119.0,Trinidad and Tobago,146942.0,802.0,3821.0,2.0,134973.0,289.0,8148.0,18.0,104381.0,2714.0,703591.0,499801.0,1407743.0,North America,10.0,368.0,2.0,570.0,1.0,5788.0,2022-04-28,,,,,,,
127,120.0,Brunei,141629.0,98.0,218.0,,140575.0,153.0,836.0,,318189.0,490.0,717784.0,1612603.0,445109.0,Asia,3.0,2042.0,1.0,220.0,,1878.0,2022-04-28,,,,,,,
128,121.0,Guadeloupe,140130.0,,854.0,,2250.0,,137026.0,19.0,350107.0,2134.0,938039.0,2343639.0,400249.0,North America,3.0,469.0,0.0,,,342352.0,2022-04-28,,,,,,,
